DOB,AGE,DATE,population,Cumulative,Rank
2/15/2006,2877,1/1/2014,341429,1025990664,1025819950
2/14/2006,2878,1/1/2014,341419,1026332083,1026161374
2/13/2006,2879,1/1/2014,341409,1026673492,1026502787
2/12/2006,2880,1/1/2014,341399,1027014890,1026844191
2/11/2006,2881,1/1/2014,341388,1027356279,1027185585
2/10/2006,2882,1/1/2014,341378,1027697657,1027526968
2/9/2006,2883,1/1/2014,341368,1028039026,1027868341
2/8/2006,2884,1/1/2014,341358,1028380384,1028209705
2/7/2006,2885,1/1/2014,341348,1028721732,1028551058
2/6/2006,2886,1/1/2014,341338,1029063070,1028892401
2/5/2006,2887,1/1/2014,341328,1029404398,1029233734
2/4/2006,2888,1/1/2014,341318,1029745716,1029575057
2/3/2006,2889,1/1/2014,341308,1030087023,1029916369
2/2/2006,2890,1/1/2014,341298,1030428321,1030257672
2/1/2006,2891,1/1/2014,341288,1030769608,1030598965
1/31/2006,2892,1/1/2014,341277,1031110886,1030940247
1/30/2006,2893,1/1/2014,341267,1031452153,1031281520
1/29/2006,2894,1/1/2014,341257,1031793411,1031622782
1/28/2006,2895,1/1/2014,341247,1032134658,1031964034
1/27/2006,2896,1/1/2014,341237,1032475895,1032305276
1/26/2006,2897,1/1/2014,341227,1032817122,1032646508
1/25/2006,2898,1/1/2014,341217,1033158339,1032987730
1/24/2006,2899,1/1/2014,341207,1033499546,1033328942
1/23/2006,2900,1/1/2014,341197,1033840742,1033670144
1/22/2006,2901,1/1/2014,341187,1034181929,1034011336
1/21/2006,2902,1/1/2014,341177,1034523106,1034352517
1/20/2006,2903,1/1/2014,341166,1034864272,1034693689
1/19/2006,2904,1/1/2014,341156,1035205428,1035034850
1/18/2006,2905,1/1/2014,341146,1035546575,1035376002
1/17/2006,2906,1/1/2014,341136,1035887711,1035717143
1/16/2006,2907,1/1/2014,341126,1036228837,1036058274
1/15/2006,2908,1/1/2014,341116,1036569953,1036399395
1/14/2006,2909,1/1/2014,341106,1036911059,1036740506
1/13/2006,2910,1/1/2014,341096,1037252155,1037081607
1/12/2006,2911,1/1/2014,341086,1037593241,1037422698
1/11/2006,2912,1/1/2014,341076,1037934317,1037763779
1/10/2006,2913,1/1/2014,341066,1038275382,1038104849
1/9/2006,2914,1/1/2014,341056,1038616438,1038445910
1/8/2006,2915,1/1/2014,341045,1038957483,1038786960
1/7/2006,2916,1/1/2014,341035,1039298519,1039128001
1/6/2006,2917,1/1/2014,341025,1039639544,1039469031
1/5/2006,2918,1/1/2014,341015,1039980559,1039810051
1/4/2006,2919,1/1/2014,341005,1040321564,1040151062
1/3/2006,2920,1/1/2014,340995,1040662559,1040492062
1/2/2006,2921,1/1/2014,340985,1041003544,1040833052
1/1/2006,2922,1/1/2014,340975,1041344519,1041174032
12/31/2005,2923,1/1/2014,340965,1041685484,1041515001
12/30/2005,2924,1/1/2014,340955,1042026439,1041855961
12/29/2005,2925,1/1/2014,340945,1042367383,1042196911
12/28/2005,2926,1/1/2014,340935,1042708318,1042537850
12/27/2005,2927,1/1/2014,340924,1043049242,1042878780
12/26/2005,2928,1/1/2014,340914,1043390157,1043219699
12/25/2005,2929,1/1/2014,340904,1043731061,1043560609
12/24/2005,2930,1/1/2014,340894,1044071955,1043901508
12/23/2005,2931,1/1/2014,340884,1044412839,1044242397
12/22/2005,2932,1/1/2014,340874,1044753713,1044583276
12/21/2005,2933,1/1/2014,340864,1045094577,1044924145
12/20/2005,2934,1/1/2014,340854,1045435431,1045265004
12/19/2005,2935,1/1/2014,340844,1045776275,1045605853
12/18/2005,2936,1/1/2014,340834,1046117109,1045946692
12/17/2005,2937,1/1/2014,340824,1046457933,1046287521
12/16/2005,2938,1/1/2014,340814,1046798746,1046628339
12/15/2005,2939,1/1/2014,340804,1047139550,1046969148
12/14/2005,2940,1/1/2014,340793,1047480343,1047309947
12/13/2005,2941,1/1/2014,340783,1047821127,1047650735
12/12/2005,2942,1/1/2014,340773,1048161900,1047991513
12/11/2005,2943,1/1/2014,340763,1048502663,1048332282
12/10/2005,2944,1/1/2014,340753,1048843416,1048673040
12/9/2005,2945,1/1/2014,340743,1049184159,1049013788
12/8/2005,2946,1/1/2014,340733,1049524892,1049354526
12/7/2005,2947,1/1/2014,340723,1049865615,1049695254
12/6/2005,2948,1/1/2014,340713,1050206328,1050035972
12/5/2005,2949,1/1/2014,340703,1050547031,1050376680
12/4/2005,2950,1/1/2014,340693,1050887724,1050717377
12/3/2005,2951,1/1/2014,340683,1051228406,1051058065
12/2/2005,2952,1/1/2014,340673,1051569079,1051398743
12/1/2005,2953,1/1/2014,340662,1051909741,1051739410
11/30/2005,2954,1/1/2014,340652,1052250394,1052080068
11/29/2005,2955,1/1/2014,340642,1052591036,1052420715
11/28/2005,2956,1/1/2014,340632,1052931669,1052761352
11/27/2005,2957,1/1/2014,340622,1053272291,1053101980
11/26/2005,2958,1/1/2014,340612,1053612903,1053442597
11/25/2005,2959,1/1/2014,340602,1053953505,1053783204
11/24/2005,2960,1/1/2014,340592,1054294097,1054123801
11/23/2005,2961,1/1/2014,340582,1054634679,1054464388
11/22/2005,2962,1/1/2014,340572,1054975251,1054804965
11/21/2005,2963,1/1/2014,340562,1055315813,1055145532
11/20/2005,2964,1/1/2014,340552,1055656364,1055486088
11/19/2005,2965,1/1/2014,340542,1055996906,1055826635
11/18/2005,2966,1/1/2014,340532,1056337437,1056167172
11/17/2005,2967,1/1/2014,340522,1056677959,1056507698
11/16/2005,2968,1/1/2014,340511,1057018470,1056848215
11/15/2005,2969,1/1/2014,340501,1057358972,1057188721
11/14/2005,2970,1/1/2014,340491,1057699463,1057529217
11/13/2005,2971,1/1/2014,340481,1058039944,1057869704
11/12/2005,2972,1/1/2014,340471,1058380416,1058210180
11/11/2005,2973,1/1/2014,340461,1058720877,1058550646
11/10/2005,2974,1/1/2014,340451,1059061328,1058891102
11/9/2005,2975,1/1/2014,340441,1059401769,1059231548
11/8/2005,2976,1/1/2014,340431,1059742200,1059571984
11/7/2005,2977,1/1/2014,340421,1060082620,1059912410
11/6/2005,2978,1/1/2014,340411,1060423031,1060252826
11/5/2005,2979,1/1/2014,340401,1060763432,1060593232
11/4/2005,2980,1/1/2014,340391,1061103823,1060933627
11/3/2005,2981,1/1/2014,340381,1061444203,1061274013
11/2/2005,2982,1/1/2014,340371,1061784574,1061614388
11/1/2005,2983,1/1/2014,340360,1062124934,1061954754
10/31/2005,2984,1/1/2014,340350,1062465285,1062295109
10/30/2005,2985,1/1/2014,340340,1062805625,1062635455
10/29/2005,2986,1/1/2014,340330,1063145955,1062975790
10/28/2005,2987,1/1/2014,340320,1063486275,1063316115
10/27/2005,2988,1/1/2014,340310,1063826586,1063656430
10/26/2005,2989,1/1/2014,340300,1064166886,1063996736
10/25/2005,2990,1/1/2014,340290,1064507176,1064337031
10/24/2005,2991,1/1/2014,340280,1064847456,1064677316
10/23/2005,2992,1/1/2014,340270,1065187725,1065017591
10/22/2005,2993,1/1/2014,340260,1065527985,1065357855
10/21/2005,2994,1/1/2014,340250,1065868235,1065698110
10/20/2005,2995,1/1/2014,340240,1066208475,1066038355
10/19/2005,2996,1/1/2014,340230,1066548704,1066378590
10/18/2005,2997,1/1/2014,340220,1066888924,1066718814
10/17/2005,2998,1/1/2014,340210,1067229134,1067059029
10/16/2005,2999,1/1/2014,340199,1067569333,1067399233
10/15/2005,3000,1/1/2014,340189,1067909523,1067739428
10/14/2005,3001,1/1/2014,340179,1068249702,1068079612
10/13/2005,3002,1/1/2014,340169,1068589871,1068419787
10/12/2005,3003,1/1/2014,340159,1068930030,1068759951
10/11/2005,3004,1/1/2014,340149,1069270180,1069100105
10/10/2005,3005,1/1/2014,340139,1069610319,1069440249
10/9/2005,3006,1/1/2014,340129,1069950448,1069780383
10/8/2005,3007,1/1/2014,340119,1070290567,1070120507
10/7/2005,3008,1/1/2014,340109,1070630676,1070460621
10/6/2005,3009,1/1/2014,340099,1070970775,1070800725
10/5/2005,3010,1/1/2014,340089,1071310864,1071140819
10/4/2005,3011,1/1/2014,340079,1071650942,1071480903
10/3/2005,3012,1/1/2014,340069,1071991011,1071820977
10/2/2005,3013,1/1/2014,340059,1072331070,1072161041
10/1/2005,3014,1/1/2014,340049,1072671119,1072501094
9/30/2005,3015,1/1/2014,340039,1073011157,1072841138
9/29/2005,3016,1/1/2014,340029,1073351186,1073181171
9/28/2005,3017,1/1/2014,340018,1073691204,1073521195
9/27/2005,3018,1/1/2014,340008,1074031213,1073861208
9/26/2005,3019,1/1/2014,339998,1074371211,1074201212
9/25/2005,3020,1/1/2014,339988,1074711199,1074541205
9/24/2005,3021,1/1/2014,339978,1075051178,1074881188
9/23/2005,3022,1/1/2014,339968,1075391146,1075221162
9/22/2005,3023,1/1/2014,339958,1075731104,1075561125
9/21/2005,3024,1/1/2014,339948,1076071052,1075901078
9/20/2005,3025,1/1/2014,339938,1076410990,1076241021
9/19/2005,3026,1/1/2014,339928,1076750918,1076580954
9/18/2005,3027,1/1/2014,339918,1077090836,1076920877
9/17/2005,3028,1/1/2014,339908,1077430744,1077260790
9/16/2005,3029,1/1/2014,339898,1077770642,1077600693
9/15/2005,3030,1/1/2014,339888,1078110530,1077940586
9/14/2005,3031,1/1/2014,339878,1078450407,1078280469
9/13/2005,3032,1/1/2014,339868,1078790275,1078620341
9/12/2005,3033,1/1/2014,339858,1079130133,1078960204
9/11/2005,3034,1/1/2014,339848,1079469980,1079300057
9/10/2005,3035,1/1/2014,339838,1079809818,1079639899
9/9/2005,3036,1/1/2014,339828,1080149646,1079979732
9/8/2005,3037,1/1/2014,339817,1080489463,1080319554
9/7/2005,3038,1/1/2014,339807,1080829270,1080659367
9/6/2005,3039,1/1/2014,339797,1081169068,1080999169
9/5/2005,3040,1/1/2014,339787,1081508855,1081338961
9/4/2005,3041,1/1/2014,339777,1081848632,1081678744
9/3/2005,3042,1/1/2014,339767,1082188400,1082018516
9/2/2005,3043,1/1/2014,339757,1082528157,1082358278
9/1/2005,3044,1/1/2014,339747,1082867904,1082698030
8/31/2005,3045,1/1/2014,339737,1083207641,1083037773
8/30/2005,3046,1/1/2014,339727,1083547368,1083377505
8/29/2005,3047,1/1/2014,339717,1083887085,1083717227
8/28/2005,3048,1/1/2014,339707,1084226792,1084056939
8/27/2005,3049,1/1/2014,339697,1084566489,1084396641
8/26/2005,3050,1/1/2014,339687,1084906176,1084736333
8/25/2005,3051,1/1/2014,339677,1085245853,1085076014
8/24/2005,3052,1/1/2014,339667,1085585520,1085415686
8/23/2005,3053,1/1/2014,339657,1085925176,1085755348
8/22/2005,3054,1/1/2014,339647,1086264823,1086095000
8/21/2005,3055,1/1/2014,339637,1086604460,1086434641
8/20/2005,3056,1/1/2014,339627,1086944086,1086774273
8/19/2005,3057,1/1/2014,339617,1087283703,1087113895
8/18/2005,3058,1/1/2014,339607,1087623310,1087453506
8/17/2005,3059,1/1/2014,339597,1087962906,1087793108
8/16/2005,3060,1/1/2014,339586,1088302492,1088132699
8/15/2005,3061,1/1/2014,339576,1088642069,1088472281
8/14/2005,3062,1/1/2014,339566,1088981635,1088811852
8/13/2005,3063,1/1/2014,339556,1089321192,1089151413
8/12/2005,3064,1/1/2014,339546,1089660738,1089490965
8/11/2005,3065,1/1/2014,339536,1090000274,1089830506
8/10/2005,3066,1/1/2014,339526,1090339800,1090170037
8/9/2005,3067,1/1/2014,339516,1090679317,1090509559
8/8/2005,3068,1/1/2014,339506,1091018823,1090849070
8/7/2005,3069,1/1/2014,339496,1091358319,1091188571
8/6/2005,3070,1/1/2014,339486,1091697805,1091528062
8/5/2005,3071,1/1/2014,339476,1092037281,1091867543
8/4/2005,3072,1/1/2014,339466,1092376747,1092207014
8/3/2005,3073,1/1/2014,339456,1092716203,1092546475
8/2/2005,3074,1/1/2014,339446,1093055649,1092885926
8/1/2005,3075,1/1/2014,339436,1093395085,1093225367
7/31/2005,3076,1/1/2014,339426,1093734511,1093564798
7/30/2005,3077,1/1/2014,339416,1094073926,1093904219
7/29/2005,3078,1/1/2014,339406,1094413332,1094243629
7/28/2005,3079,1/1/2014,339396,1094752728,1094583030
7/27/2005,3080,1/1/2014,339386,1095092114,1094922421
7/26/2005,3081,1/1/2014,339376,1095431489,1095261802
7/25/2005,3082,1/1/2014,339366,1095770855,1095601172
7/24/2005,3083,1/1/2014,339356,1096110211,1095940533
7/23/2005,3084,1/1/2014,339346,1096449556,1096279883
7/22/2005,3085,1/1/2014,339336,1096788892,1096619224
7/21/2005,3086,1/1/2014,339326,1097128217,1096958555
7/20/2005,3087,1/1/2014,339315,1097467533,1097297875
7/19/2005,3088,1/1/2014,339305,1097806838,1097637186
7/18/2005,3089,1/1/2014,339295,1098146134,1097976486
7/17/2005,3090,1/1/2014,339285,1098485419,1098315776
7/16/2005,3091,1/1/2014,339275,1098824694,1098655057
7/15/2005,3092,1/1/2014,339265,1099163960,1098994327
7/14/2005,3093,1/1/2014,339255,1099503215,1099333587
7/13/2005,3094,1/1/2014,339245,1099842460,1099672838
7/12/2005,3095,1/1/2014,339235,1100181695,1100012078
7/11/2005,3096,1/1/2014,339225,1100520921,1100351308
7/10/2005,3097,1/1/2014,339215,1100860136,1100690528
7/9/2005,3098,1/1/2014,339205,1101199341,1101029738
7/8/2005,3099,1/1/2014,339195,1101538536,1101368939
7/7/2005,3100,1/1/2014,339185,1101877721,1101708129
7/6/2005,3101,1/1/2014,339175,1102216896,1102047309
7/5/2005,3102,1/1/2014,339165,1102556061,1102386479
7/4/2005,3103,1/1/2014,339155,1102895216,1102725639
7/3/2005,3104,1/1/2014,339145,1103234362,1103064789
7/2/2005,3105,1/1/2014,339136,1103573498,1103403930
7/1/2005,3106,1/1/2014,339126,1103912624,1103743061
6/30/2005,3107,1/1/2014,339117,1104251741,1104082183
6/29/2005,3108,1/1/2014,339107,1104590849,1104421295
6/28/2005,3109,1/1/2014,339098,1104929946,1104760398
6/27/2005,3110,1/1/2014,339088,1105269035,1105099491
6/26/2005,3111,1/1/2014,339079,1105608114,1105438574
6/25/2005,3112,1/1/2014,339069,1105947183,1105777648
6/24/2005,3113,1/1/2014,339060,1106286243,1106116713
6/23/2005,3114,1/1/2014,339050,1106625293,1106455768
6/22/2005,3115,1/1/2014,339041,1106964334,1106794814
6/21/2005,3116,1/1/2014,339031,1107303365,1107133850
6/20/2005,3117,1/1/2014,339022,1107642387,1107472876
6/19/2005,3118,1/1/2014,339012,1107981400,1107811893
6/18/2005,3119,1/1/2014,339003,1108320402,1108150901
6/17/2005,3120,1/1/2014,338993,1108659396,1108489899
6/16/2005,3121,1/1/2014,338984,1108998379,1108828888
6/15/2005,3122,1/1/2014,338974,1109337354,1109167867
6/14/2005,3123,1/1/2014,338965,1109676318,1109506836
6/13/2005,3124,1/1/2014,338955,1110015274,1109845796
6/12/2005,3125,1/1/2014,338946,1110354219,1110184747
6/11/2005,3126,1/1/2014,338936,1110693156,1110523688
6/10/2005,3127,1/1/2014,338927,1111032082,1110862619
6/9/2005,3128,1/1/2014,338917,1111371000,1111201541
6/8/2005,3129,1/1/2014,338908,1111709907,1111540453
6/7/2005,3130,1/1/2014,338898,1112048805,1111879356
6/6/2005,3131,1/1/2014,338889,1112387694,1112218250
6/5/2005,3132,1/1/2014,338879,1112726573,1112557134
6/4/2005,3133,1/1/2014,338870,1113065443,1112896008
6/3/2005,3134,1/1/2014,338860,1113404303,1113234873
6/2/2005,3135,1/1/2014,338851,1113743154,1113573728
6/1/2005,3136,1/1/2014,338841,1114081995,1113912574
5/31/2005,3137,1/1/2014,338832,1114420827,1114251411
5/30/2005,3138,1/1/2014,338822,1114759649,1114590238
5/29/2005,3139,1/1/2014,338813,1115098461,1114929055
5/28/2005,3140,1/1/2014,338803,1115437264,1115267863
5/27/2005,3141,1/1/2014,338794,1115776058,1115606661
5/26/2005,3142,1/1/2014,338784,1116114842,1115945450
5/25/2005,3143,1/1/2014,338775,1116453617,1116284229
5/24/2005,3144,1/1/2014,338765,1116792382,1116622999
5/23/2005,3145,1/1/2014,338756,1117131137,1116961760
5/22/2005,3146,1/1/2014,338746,1117469884,1117300511
5/21/2005,3147,1/1/2014,338737,1117808620,1117639252
5/20/2005,3148,1/1/2014,338727,1118147347,1117977984
5/19/2005,3149,1/1/2014,338718,1118486065,1118316706
5/18/2005,3150,1/1/2014,338708,1118824773,1118655419
5/17/2005,3151,1/1/2014,338699,1119163471,1118994122
5/16/2005,3152,1/1/2014,338689,1119502161,1119332816
5/15/2005,3153,1/1/2014,338680,1119840840,1119671500
5/14/2005,3154,1/1/2014,338670,1120179510,1120010175
5/13/2005,3155,1/1/2014,338661,1120518171,1120348840
5/12/2005,3156,1/1/2014,338651,1120856822,1120687496
5/11/2005,3157,1/1/2014,338642,1121195463,1121026143
5/10/2005,3158,1/1/2014,338632,1121534095,1121364779
5/9/2005,3159,1/1/2014,338623,1121872718,1121703407
5/8/2005,3160,1/1/2014,338613,1122211331,1122042025
5/7/2005,3161,1/1/2014,338604,1122549935,1122380633
5/6/2005,3162,1/1/2014,338594,1122888529,1122719232
5/5/2005,3163,1/1/2014,338585,1123227113,1123057821
5/4/2005,3164,1/1/2014,338575,1123565688,1123396401
5/3/2005,3165,1/1/2014,338566,1123904254,1123734971
5/2/2005,3166,1/1/2014,338556,1124242810,1124073532
5/1/2005,3167,1/1/2014,338547,1124581357,1124412083
4/30/2005,3168,1/1/2014,338537,1124919894,1124750625
4/29/2005,3169,1/1/2014,338528,1125258421,1125089158
4/28/2005,3170,1/1/2014,338518,1125596939,1125427680
4/27/2005,3171,1/1/2014,338509,1125935448,1125766194
4/26/2005,3172,1/1/2014,338499,1126273947,1126104698
4/25/2005,3173,1/1/2014,338490,1126612437,1126443192
4/24/2005,3174,1/1/2014,338480,1126950917,1126781677
4/23/2005,3175,1/1/2014,338471,1127289387,1127120152
4/22/2005,3176,1/1/2014,338461,1127627848,1127458618
4/21/2005,3177,1/1/2014,338452,1127966300,1127797074
4/20/2005,3178,1/1/2014,338442,1128304742,1128135521
4/19/2005,3179,1/1/2014,338433,1128643175,1128473958
4/18/2005,3180,1/1/2014,338423,1128981598,1128812386
4/17/2005,3181,1/1/2014,338414,1129320012,1129150805
4/16/2005,3182,1/1/2014,338404,1129658416,1129489214
4/15/2005,3183,1/1/2014,338395,1129996810,1129827613
4/14/2005,3184,1/1/2014,338385,1130335195,1130166003
4/13/2005,3185,1/1/2014,338376,1130673571,1130504383
4/12/2005,3186,1/1/2014,338366,1131011937,1130842754
4/11/2005,3187,1/1/2014,338357,1131350294,1131181116
4/10/2005,3188,1/1/2014,338347,1131688641,1131519468
4/9/2005,3189,1/1/2014,338338,1132026979,1131857810
4/8/2005,3190,1/1/2014,338328,1132365307,1132196143
4/7/2005,3191,1/1/2014,338319,1132703626,1132534466
4/6/2005,3192,1/1/2014,338309,1133041935,1132872780
4/5/2005,3193,1/1/2014,338300,1133380235,1133211085
4/4/2005,3194,1/1/2014,338290,1133718525,1133549380
4/3/2005,3195,1/1/2014,338281,1134056806,1133887665
4/2/2005,3196,1/1/2014,338271,1134395077,1134225941
4/1/2005,3197,1/1/2014,338262,1134733339,1134564208
3/31/2005,3198,1/1/2014,338252,1135071591,1134902465
3/30/2005,3199,1/1/2014,338243,1135409834,1135240712
3/29/2005,3200,1/1/2014,338233,1135748067,1135578950
3/28/2005,3201,1/1/2014,338224,1136086291,1135917179
3/27/2005,3202,1/1/2014,338214,1136424505,1136255398
3/26/2005,3203,1/1/2014,338205,1136762710,1136593607
3/25/2005,3204,1/1/2014,338195,1137100905,1136931807
3/24/2005,3205,1/1/2014,338186,1137439091,1137269998
3/23/2005,3206,1/1/2014,338176,1137777267,1137608179
3/22/2005,3207,1/1/2014,338167,1138115434,1137946351
3/21/2005,3208,1/1/2014,338157,1138453592,1138284513
3/20/2005,3209,1/1/2014,338148,1138791739,1138622666
3/19/2005,3210,1/1/2014,338138,1139129878,1138960809
3/18/2005,3211,1/1/2014,338129,1139468007,1139298942
3/17/2005,3212,1/1/2014,338119,1139806126,1139637067
3/16/2005,3213,1/1/2014,338110,1140144236,1139975181
3/15/2005,3214,1/1/2014,338100,1140482337,1140313286
3/14/2005,3215,1/1/2014,338091,1140820428,1140651382
3/13/2005,3216,1/1/2014,338081,1141158509,1140989468
3/12/2005,3217,1/1/2014,338072,1141496581,1141327545
3/11/2005,3218,1/1/2014,338063,1141834644,1141665612
3/10/2005,3219,1/1/2014,338053,1142172697,1142003670
3/9/2005,3220,1/1/2014,338044,1142510740,1142341718
3/8/2005,3221,1/1/2014,338034,1142848774,1142679757
3/7/2005,3222,1/1/2014,338025,1143186799,1143017787
3/6/2005,3223,1/1/2014,338015,1143524814,1143355806
3/5/2005,3224,1/1/2014,338006,1143862820,1143693817
3/4/2005,3225,1/1/2014,337996,1144200816,1144031818
3/3/2005,3226,1/1/2014,337987,1144538802,1144369809
3/2/2005,3227,1/1/2014,337977,1144876780,1144707791
3/1/2005,3228,1/1/2014,337968,1145214747,1145045763
2/28/2005,3229,1/1/2014,337958,1145552705,1145383726
2/27/2005,3230,1/1/2014,337949,1145890654,1145721680
2/26/2005,3231,1/1/2014,337939,1146228593,1146059624
2/25/2005,3232,1/1/2014,337930,1146566523,1146397558
2/24/2005,3233,1/1/2014,337920,1146904443,1146735483
2/23/2005,3234,1/1/2014,337911,1147242354,1147073399
2/22/2005,3235,1/1/2014,337901,1147580256,1147411305
2/21/2005,3236,1/1/2014,337892,1147918147,1147749201
2/20/2005,3237,1/1/2014,337882,1148256030,1148087089
2/19/2005,3238,1/1/2014,337873,1148593903,1148424966
2/18/2005,3239,1/1/2014,337863,1148931766,1148762834
2/17/2005,3240,1/1/2014,337854,1149269620,1149100693
2/16/2005,3241,1/1/2014,337844,1149607464,1149438542
2/15/2005,3242,1/1/2014,337835,1149945299,1149776382
2/14/2005,3243,1/1/2014,337825,1150283125,1150114212
2/13/2005,3244,1/1/2014,337816,1150620941,1150452033
2/12/2005,3245,1/1/2014,337807,1150958747,1150789844
2/11/2005,3246,1/1/2014,337797,1151296545,1151127646
2/10/2005,3247,1/1/2014,337788,1151634332,1151465438
2/9/2005,3248,1/1/2014,337778,1151972110,1151803221
2/8/2005,3249,1/1/2014,337769,1152309879,1152140995
2/7/2005,3250,1/1/2014,337759,1152647638,1152478758
2/6/2005,3251,1/1/2014,337750,1152985388,1152816513
2/5/2005,3252,1/1/2014,337740,1153323128,1153154258
2/4/2005,3253,1/1/2014,337731,1153660859,1153491993
2/3/2005,3254,1/1/2014,337721,1153998580,1153829719
2/2/2005,3255,1/1/2014,337712,1154336292,1154167436
2/1/2005,3256,1/1/2014,337702,1154673994,1154505143
1/31/2005,3257,1/1/2014,337693,1155011687,1154842840
1/30/2005,3258,1/1/2014,337683,1155349370,1155180528
1/29/2005,3259,1/1/2014,337674,1155687044,1155518207
1/28/2005,3260,1/1/2014,337664,1156024708,1155855876
1/27/2005,3261,1/1/2014,337655,1156362363,1156193536
1/26/2005,3262,1/1/2014,337645,1156700009,1156531186
1/25/2005,3263,1/1/2014,337636,1157037645,1156868827
1/24/2005,3264,1/1/2014,337627,1157375271,1157206458
1/23/2005,3265,1/1/2014,337617,1157712888,1157544080
1/22/2005,3266,1/1/2014,337608,1158050496,1157881692
1/21/2005,3267,1/1/2014,337598,1158388094,1158219295
1/20/2005,3268,1/1/2014,337589,1158725683,1158556888
1/19/2005,3269,1/1/2014,337579,1159063262,1158894472
1/18/2005,3270,1/1/2014,337570,1159400831,1159232047
1/17/2005,3271,1/1/2014,337560,1159738392,1159569612
1/16/2005,3272,1/1/2014,337551,1160075942,1159907167
1/15/2005,3273,1/1/2014,337541,1160413484,1160244713
1/14/2005,3274,1/1/2014,337532,1160751016,1160582250
1/13/2005,3275,1/1/2014,337522,1161088538,1160919777
1/12/2005,3276,1/1/2014,337513,1161426051,1161257294
1/11/2005,3277,1/1/2014,337503,1161763554,1161594802
1/10/2005,3278,1/1/2014,337494,1162101048,1161932301
1/9/2005,3279,1/1/2014,337484,1162438532,1162269790
1/8/2005,3280,1/1/2014,337475,1162776007,1162607270
1/7/2005,3281,1/1/2014,337466,1163113473,1162944740
1/6/2005,3282,1/1/2014,337456,1163450929,1163282201
1/5/2005,3283,1/1/2014,337447,1163788376,1163619652
1/4/2005,3284,1/1/2014,337437,1164125813,1163957094
1/3/2005,3285,1/1/2014,337428,1164463240,1164294527
1/2/2005,3286,1/1/2014,337418,1164800659,1164631950
1/1/2005,3287,1/1/2014,337409,1165138067,1164969363
12/31/2004,3288,1/1/2014,337399,1165475467,1165306767
12/30/2004,3289,1/1/2014,337390,1165812856,1165644162
12/29/2004,3290,1/1/2014,337380,1166150237,1165981547
12/28/2004,3291,1/1/2014,337371,1166487608,1166318922
12/27/2004,3292,1/1/2014,337361,1166824969,1166656288
12/26/2004,3293,1/1/2014,337352,1167162321,1166993645
12/25/2004,3294,1/1/2014,337342,1167499663,1167330992
12/24/2004,3295,1/1/2014,337333,1167836996,1167668330
12/23/2004,3296,1/1/2014,337324,1168174320,1168005658
12/22/2004,3297,1/1/2014,337314,1168511634,1168342977
12/21/2004,3298,1/1/2014,337305,1168848939,1168680286
12/20/2004,3299,1/1/2014,337295,1169186234,1169017586
12/19/2004,3300,1/1/2014,337286,1169523519,1169354877
12/18/2004,3301,1/1/2014,337276,1169860796,1169692158
12/17/2004,3302,1/1/2014,337267,1170198062,1170029429
12/16/2004,3303,1/1/2014,337257,1170535320,1170366691
12/15/2004,3304,1/1/2014,337248,1170872568,1170703944
12/14/2004,3305,1/1/2014,337238,1171209806,1171041187
12/13/2004,3306,1/1/2014,337229,1171547035,1171378420
12/12/2004,3307,1/1/2014,337219,1171884254,1171715645
12/11/2004,3308,1/1/2014,337210,1172221464,1172052859
12/10/2004,3309,1/1/2014,337201,1172558665,1172390065
12/9/2004,3310,1/1/2014,337191,1172895856,1172727260
12/8/2004,3311,1/1/2014,337182,1173233038,1173064447
12/7/2004,3312,1/1/2014,337172,1173570210,1173401624
12/6/2004,3313,1/1/2014,337163,1173907372,1173738791
12/5/2004,3314,1/1/2014,337153,1174244526,1174075949
12/4/2004,3315,1/1/2014,337144,1174581669,1174413097
12/3/2004,3316,1/1/2014,337134,1174918804,1174750237
12/2/2004,3317,1/1/2014,337125,1175255929,1175087366
12/1/2004,3318,1/1/2014,337115,1175593044,1175424486
11/30/2004,3319,1/1/2014,337106,1175930150,1175761597
11/29/2004,3320,1/1/2014,337096,1176267246,1176098698
11/28/2004,3321,1/1/2014,337087,1176604333,1176435790
11/27/2004,3322,1/1/2014,337078,1176941411,1176772872
11/26/2004,3323,1/1/2014,337068,1177278479,1177109945
11/25/2004,3324,1/1/2014,337059,1177615538,1177447008
11/24/2004,3325,1/1/2014,337049,1177952587,1177784062
11/23/2004,3326,1/1/2014,337040,1178289627,1178121107
11/22/2004,3327,1/1/2014,337030,1178626657,1178458142
11/21/2004,3328,1/1/2014,337021,1178963678,1178795167
11/20/2004,3329,1/1/2014,337011,1179300689,1179132183
11/19/2004,3330,1/1/2014,337002,1179637691,1179469190
11/18/2004,3331,1/1/2014,336992,1179974684,1179806187
11/17/2004,3332,1/1/2014,336983,1180311667,1180143175
11/16/2004,3333,1/1/2014,336974,1180648640,1180480153
11/15/2004,3334,1/1/2014,336964,1180985604,1180817122
11/14/2004,3335,1/1/2014,336955,1181322559,1181154082
11/13/2004,3336,1/1/2014,336945,1181659504,1181491032
11/12/2004,3337,1/1/2014,336936,1181996440,1181827972
11/11/2004,3338,1/1/2014,336926,1182333366,1182164903
11/10/2004,3339,1/1/2014,336917,1182670283,1182501825
11/9/2004,3340,1/1/2014,336907,1183007190,1182838737
11/8/2004,3341,1/1/2014,336898,1183344088,1183175639
