"country_popio","region","age_name","sex","pc_mean","agegr" 
"Czech Republic","Central Europe ","30-34 years","Both sexes",0.0485338,"30"
"Czech Republic","Central Europe ","35-39 years","Both sexes",0.0812641,"35"
"Czech Republic","Central Europe ","40-44 years","Both sexes",0.138335,"40"
"Czech Republic","Central Europe ","45-49 years","Both sexes",0.185875,"45"
"Czech Republic","Central Europe ","50-54 years","Both sexes",0.240258,"50"
"Czech Republic","Central Europe ","55-59 years","Both sexes",0.290328,"55"
"Czech Republic","Central Europe ","60-64 years","Both sexes",0.29169,"60"
"Czech Republic","Central Europe ","65-69 years","Both sexes",0.252988,"65"
"Czech Republic","Central Europe ","70-74 years","Both sexes",0.202602,"70"
"Czech Republic","Central Europe ","75-79 years","Both sexes",0.141464,"75"
"Czech Republic","Central Europe ","80+ years","Both sexes",0.0789395,"80"
"Czech Republic","Central Europe ","50-69 years","Both sexes",0.272444,"50"
"Czech Republic","Central Europe ","70+ years","Both sexes",0.129521,"70"
"Hungary","Central Europe ","30-34 years","Males",0.062503,"30"
"Hungary","Central Europe ","35-39 years","Males",0.126341,"35"
"Hungary","Central Europe ","40-44 years","Males",0.222872,"40"
"Hungary","Central Europe ","45-49 years","Males",0.292344,"45"
"Hungary","Central Europe ","50-54 years","Males",0.340273,"50"
"Hungary","Central Europe ","55-59 years","Males",0.370383,"55"
"Hungary","Central Europe ","60-64 years","Males",0.348695,"60"
"Hungary","Central Europe ","65-69 years","Males",0.315108,"65"
"Hungary","Central Europe ","70-74 years","Males",0.263031,"70"
"Hungary","Central Europe ","75-79 years","Males",0.200677,"75"
"Hungary","Central Europe ","80+ years","Males",0.135764,"80"
"Hungary","Central Europe ","50-69 years","Males",0.344904,"50"
"Hungary","Central Europe ","70+ years","Males",0.201272,"70"
"Hungary","Central Europe ","30-34 years","Females",0.0682117,"30"
"Hungary","Central Europe ","35-39 years","Females",0.151718,"35"
"Hungary","Central Europe ","40-44 years","Females",0.227888,"40"
"Hungary","Central Europe ","45-49 years","Females",0.267691,"45"
"Hungary","Central Europe ","50-54 years","Females",0.277467,"50"
"Hungary","Central Europe ","55-59 years","Females",0.269927,"55"
"Hungary","Central Europe ","60-64 years","Females",0.238814,"60"
"Hungary","Central Europe ","65-69 years","Females",0.195069,"65"
"Hungary","Central Europe ","70-74 years","Females",0.156676,"70"
"Hungary","Central Europe ","75-79 years","Females",0.0973613,"75"
"Hungary","Central Europe ","80+ years","Females",0.0620633,"80"
"Hungary","Central Europe ","50-69 years","Females",0.24175,"50"
"Hungary","Central Europe ","70+ years","Females",0.0948087,"70"
"Hungary","Central Europe ","30-34 years","Both sexes",0.0640562,"30"
"Hungary","Central Europe ","35-39 years","Both sexes",0.133735,"35"
"Hungary","Central Europe ","40-44 years","Both sexes",0.224309,"40"
"Hungary","Central Europe ","45-49 years","Both sexes",0.285113,"45"
"Hungary","Central Europe ","50-54 years","Both sexes",0.321313,"50"
"Hungary","Central Europe ","55-59 years","Both sexes",0.338782,"55"
"Hungary","Central Europe ","60-64 years","Both sexes",0.311837,"60"
"Hungary","Central Europe ","65-69 years","Both sexes",0.269276,"65"
"Hungary","Central Europe ","70-74 years","Both sexes",0.214391,"70"
"Hungary","Central Europe ","75-79 years","Both sexes",0.146416,"75"
"Hungary","Central Europe ","80+ years","Both sexes",0.0884747,"80"
"Hungary","Central Europe ","50-69 years","Both sexes",0.310379,"50"
"Hungary","Central Europe ","70+ years","Both sexes",0.142338,"70"
"FYR Macedonia","Central Europe ","30-34 years","Males",0.103459,"30"
"FYR Macedonia","Central Europe ","35-39 years","Males",0.160907,"35"
"FYR Macedonia","Central Europe ","40-44 years","Males",0.296955,"40"
"FYR Macedonia","Central Europe ","45-49 years","Males",0.357661,"45"
"FYR Macedonia","Central Europe ","50-54 years","Males",0.396266,"50"
"FYR Macedonia","Central Europe ","55-59 years","Males",0.398833,"55"
"FYR Macedonia","Central Europe ","60-64 years","Males",0.367438,"60"
"FYR Macedonia","Central Europe ","65-69 years","Males",0.34041,"65"
"FYR Macedonia","Central Europe ","70-74 years","Males",0.284293,"70"
"FYR Macedonia","Central Europe ","75-79 years","Males",0.231095,"75"
"FYR Macedonia","Central Europe ","80+ years","Males",0.162629,"80"
"FYR Macedonia","Central Europe ","50-69 years","Males",0.374972,"50"
"FYR Macedonia","Central Europe ","70+ years","Males",0.23363,"70"
"FYR Macedonia","Central Europe ","30-34 years","Females",0.118156,"30"
"FYR Macedonia","Central Europe ","35-39 years","Females",0.158744,"35"
"FYR Macedonia","Central Europe ","40-44 years","Females",0.198547,"40"
"FYR Macedonia","Central Europe ","45-49 years","Females",0.210256,"45"
"FYR Macedonia","Central Europe ","50-54 years","Females",0.213171,"50"
"FYR Macedonia","Central Europe ","55-59 years","Females",0.229515,"55"
"FYR Macedonia","Central Europe ","60-64 years","Females",0.211116,"60"
"FYR Macedonia","Central Europe ","65-69 years","Females",0.179119,"65"
"FYR Macedonia","Central Europe ","70-74 years","Females",0.140507,"70"
"FYR Macedonia","Central Europe ","75-79 years","Females",0.109556,"75"
"FYR Macedonia","Central Europe ","80+ years","Females",0.0771028,"80"
"FYR Macedonia","Central Europe ","50-69 years","Females",0.205372,"50"
"FYR Macedonia","Central Europe ","70+ years","Females",0.107168,"70"
"FYR Macedonia","Central Europe ","30-34 years","Both sexes",0.107855,"30"
"FYR Macedonia","Central Europe ","35-39 years","Both sexes",0.159993,"35"
"FYR Macedonia","Central Europe ","40-44 years","Both sexes",0.262175,"40"
"FYR Macedonia","Central Europe ","45-49 years","Both sexes",0.305357,"45"
"FYR Macedonia","Central Europe ","50-54 years","Both sexes",0.335605,"50"
"FYR Macedonia","Central Europe ","55-59 years","Both sexes",0.340901,"55"
"FYR Macedonia","Central Europe ","60-64 years","Both sexes",0.307866,"60"
"FYR Macedonia","Central Europe ","65-69 years","Both sexes",0.27233,"65"
"FYR Macedonia","Central Europe ","70-74 years","Both sexes",0.219481,"70"
"FYR Macedonia","Central Europe ","75-79 years","Both sexes",0.169437,"75"
"FYR Macedonia","Central Europe ","80+ years","Both sexes",0.11214,"80"
"FYR Macedonia","Central Europe ","50-69 years","Both sexes",0.311707,"50"
"FYR Macedonia","Central Europe ","70+ years","Both sexes",0.168612,"70"
"Montenegro","Central Europe ","30-34 years","Males",0.141561,"30"
"Montenegro","Central Europe ","35-39 years","Males",0.185237,"35"
"Montenegro","Central Europe ","40-44 years","Males",0.270558,"40"
"Montenegro","Central Europe ","45-49 years","Males",0.343036,"45"
"Montenegro","Central Europe ","50-54 years","Males",0.37955,"50"
"Montenegro","Central Europe ","55-59 years","Males",0.384038,"55"
"Montenegro","Central Europe ","60-64 years","Males",0.35854,"60"
"Montenegro","Central Europe ","65-69 years","Males",0.320398,"65"
"Montenegro","Central Europe ","70-74 years","Males",0.266772,"70"
"Montenegro","Central Europe ","75-79 years","Males",0.200998,"75"
"Montenegro","Central Europe ","80+ years","Males",0.1309,"80"
"Montenegro","Central Europe ","50-69 years","Males",0.361534,"50"
"Montenegro","Central Europe ","70+ years","Males",0.207744,"70"
"Montenegro","Central Europe ","30-34 years","Females",0.0864554,"30"
"Montenegro","Central Europe ","35-39 years","Females",0.11623,"35"
"Montenegro","Central Europe ","40-44 years","Females",0.171274,"40"
"Montenegro","Central Europe ","45-49 years","Females",0.202254,"45"
"Montenegro","Central Europe ","50-54 years","Females",0.217737,"50"
"Montenegro","Central Europe ","55-59 years","Females",0.219549,"55"
"Montenegro","Central Europe ","60-64 years","Females",0.203413,"60"
"Montenegro","Central Europe ","65-69 years","Females",0.155004,"65"
"Montenegro","Central Europe ","70-74 years","Females",0.113498,"70"
"Montenegro","Central Europe ","75-79 years","Females",0.0816347,"75"
"Montenegro","Central Europe ","80+ years","Females",0.0484906,"80"
"Montenegro","Central Europe ","50-69 years","Females",0.19699,"50"
"Montenegro","Central Europe ","70+ years","Females",0.0808629,"70"
"Montenegro","Central Europe ","30-34 years","Both sexes",0.123656,"30"
"Montenegro","Central Europe ","35-39 years","Both sexes",0.159001,"35"
"Montenegro","Central Europe ","40-44 years","Both sexes",0.234091,"40"
"Montenegro","Central Europe ","45-49 years","Both sexes",0.292157,"45"
"Montenegro","Central Europe ","50-54 years","Both sexes",0.322492,"50"
"Montenegro","Central Europe ","55-59 years","Both sexes",0.326558,"55"
"Montenegro","Central Europe ","60-64 years","Both sexes",0.29911,"60"
"Montenegro","Central Europe ","65-69 years","Both sexes",0.251001,"65"
"Montenegro","Central Europe ","70-74 years","Both sexes",0.195565,"70"
"Montenegro","Central Europe ","75-79 years","Both sexes",0.142265,"75"
"Montenegro","Central Europe ","80+ years","Both sexes",0.0846896,"80"
"Montenegro","Central Europe ","50-69 years","Both sexes",0.299542,"50"
"Montenegro","Central Europe ","70+ years","Both sexes",0.143883,"70"
"Poland","Central Europe ","30-34 years","Males",0.0573467,"30"
"Poland","Central Europe ","35-39 years","Males",0.0986977,"35"
"Poland","Central Europe ","40-44 years","Males",0.182101,"40"
"Poland","Central Europe ","45-49 years","Males",0.252248,"45"
"Poland","Central Europe ","50-54 years","Males",0.318157,"50"
"Poland","Central Europe ","55-59 years","Males",0.369042,"55"
"Poland","Central Europe ","60-64 years","Males",0.378635,"60"
"Poland","Central Europe ","65-69 years","Males",0.356104,"65"
"Poland","Central Europe ","70-74 years","Males",0.307205,"70"
"Poland","Central Europe ","75-79 years","Males",0.253901,"75"
"Poland","Central Europe ","80+ years","Males",0.169403,"80"
"Poland","Central Europe ","50-69 years","Males",0.356598,"50"
"Poland","Central Europe ","70+ years","Males",0.245841,"70"
"Poland","Central Europe ","30-34 years","Females",0.0639283,"30"
"Poland","Central Europe ","35-39 years","Females",0.0837556,"35"
"Poland","Central Europe ","40-44 years","Females",0.143677,"40"
"Poland","Central Europe ","45-49 years","Females",0.179616,"45"
"Poland","Central Europe ","50-54 years","Females",0.208009,"50"
"Poland","Central Europe ","55-59 years","Females",0.219104,"55"
"Poland","Central Europe ","60-64 years","Females",0.201601,"60"
"Poland","Central Europe ","65-69 years","Females",0.164413,"65"
"Poland","Central Europe ","70-74 years","Females",0.123053,"70"
"Poland","Central Europe ","75-79 years","Females",0.0900142,"75"
"Poland","Central Europe ","80+ years","Females",0.0588662,"80"
"Poland","Central Europe ","50-69 years","Females",0.19969,"50"
"Poland","Central Europe ","70+ years","Females",0.0817631,"70"
"Poland","Central Europe ","30-34 years","Both sexes",0.0587238,"30"
"Poland","Central Europe ","35-39 years","Both sexes",0.0954215,"35"
"Poland","Central Europe ","40-44 years","Both sexes",0.17267,"40"
"Poland","Central Europe ","45-49 years","Both sexes",0.233164,"45"
"Poland","Central Europe ","50-54 years","Both sexes",0.287747,"50"
"Poland","Central Europe ","55-59 years","Both sexes",0.324319,"55"
"Poland","Central Europe ","60-64 years","Both sexes",0.322907,"60"
"Poland","Central Europe ","65-69 years","Both sexes",0.290365,"65"
"Poland","Central Europe ","70-74 years","Both sexes",0.232398,"70"
"Poland","Central Europe ","75-79 years","Both sexes",0.174222,"75"
"Poland","Central Europe ","80+ years","Both sexes",0.0995135,"80"
"Poland","Central Europe ","50-69 years","Both sexes",0.308491,"50"
"Poland","Central Europe ","70+ years","Both sexes",0.159852,"70"
"Romania","Central Europe ","30-34 years","Males",0.0864033,"30"
"Romania","Central Europe ","35-39 years","Males",0.150262,"35"
"Romania","Central Europe ","40-44 years","Males",0.237208,"40"
"Romania","Central Europe ","45-49 years","Males",0.300584,"45"
"Romania","Central Europe ","50-54 years","Males",0.341931,"50"
"Romania","Central Europe ","55-59 years","Males",0.358118,"55"
"Romania","Central Europe ","60-64 years","Males",0.334068,"60"
"Romania","Central Europe ","65-69 years","Males",0.29582,"65"
"Romania","Central Europe ","70-74 years","Males",0.246605,"70"
"Romania","Central Europe ","75-79 years","Males",0.164462,"75"
"Romania","Central Europe ","80+ years","Males",0.0999378,"80"
"Romania","Central Europe ","50-69 years","Males",0.334233,"50"
"Romania","Central Europe ","70+ years","Males",0.176613,"70"
"Romania","Central Europe ","30-34 years","Females",0.0675837,"30"
"Romania","Central Europe ","35-39 years","Females",0.107676,"35"
"Romania","Central Europe ","40-44 years","Females",0.142254,"40"
"Romania","Central Europe ","45-49 years","Females",0.154468,"45"
"Romania","Central Europe ","50-54 years","Females",0.161452,"50"
"Romania","Central Europe ","55-59 years","Females",0.154853,"55"
"Romania","Central Europe ","60-64 years","Females",0.119415,"60"
"Romania","Central Europe ","65-69 years","Females",0.0934864,"65"
"Romania","Central Europe ","70-74 years","Females",0.0632252,"70"
"Romania","Central Europe ","75-79 years","Females",0.0523247,"75"
"Romania","Central Europe ","80+ years","Females",0.022622,"80"
"Romania","Central Europe ","50-69 years","Females",0.129363,"50"
"Romania","Central Europe ","70+ years","Females",0.0430458,"70"
"Romania","Central Europe ","30-34 years","Both sexes",0.0814183,"30"
"Romania","Central Europe ","35-39 years","Both sexes",0.13892,"35"
"Romania","Central Europe ","40-44 years","Both sexes",0.211281,"40"
"Romania","Central Europe ","45-49 years","Both sexes",0.26027,"45"
"Romania","Central Europe ","50-54 years","Both sexes",0.291789,"50"
"Romania","Central Europe ","55-59 years","Both sexes",0.296327,"55"
"Romania","Central Europe ","60-64 years","Both sexes",0.262223,"60"
"Romania","Central Europe ","65-69 years","Both sexes",0.219233,"65"
"Romania","Central Europe ","70-74 years","Both sexes",0.165049,"70"
"Romania","Central Europe ","75-79 years","Both sexes",0.106397,"75"
"Romania","Central Europe ","80+ years","Both sexes",0.0529963,"80"
"Romania","Central Europe ","50-69 years","Both sexes",0.267831,"50"
"Romania","Central Europe ","70+ years","Both sexes",0.106347,"70"
"Serbia","Central Europe ","30-34 years","Males",0.0806042,"30"
"Serbia","Central Europe ","35-39 years","Males",0.149039,"35"
"Serbia","Central Europe ","40-44 years","Males",0.260425,"40"
"Serbia","Central Europe ","45-49 years","Males",0.332842,"45"
"Serbia","Central Europe ","50-54 years","Males",0.371997,"50"
"Serbia","Central Europe ","55-59 years","Males",0.384715,"55"
"Serbia","Central Europe ","60-64 years","Males",0.357923,"60"
"Serbia","Central Europe ","65-69 years","Males",0.311472,"65"
"Serbia","Central Europe ","70-74 years","Males",0.255585,"70"
"Serbia","Central Europe ","75-79 years","Males",0.196872,"75"
"Serbia","Central Europe ","80+ years","Males",0.125674,"80"
"Serbia","Central Europe ","50-69 years","Males",0.356403,"50"
"Serbia","Central Europe ","70+ years","Males",0.193277,"70"
"Serbia","Central Europe ","30-34 years","Females",0.0805064,"30"
"Serbia","Central Europe ","35-39 years","Females",0.160111,"35"
"Serbia","Central Europe ","40-44 years","Females",0.22883,"40"
"Serbia","Central Europe ","45-49 years","Females",0.237326,"45"
"Serbia","Central Europe ","50-54 years","Females",0.261149,"50"
"Serbia","Central Europe ","55-59 years","Females",0.252287,"55"
"Serbia","Central Europe ","60-64 years","Females",0.232308,"60"
"Serbia","Central Europe ","65-69 years","Females",0.202563,"65"
"Serbia","Central Europe ","70-74 years","Females",0.170718,"70"
"Serbia","Central Europe ","75-79 years","Females",0.123654,"75"
"Serbia","Central Europe ","80+ years","Females",0.0923306,"80"
"Serbia","Central Europe ","50-69 years","Females",0.234132,"50"
"Serbia","Central Europe ","70+ years","Females",0.123735,"70"
"Serbia","Central Europe ","30-34 years","Both sexes",0.0805651,"30"
"Serbia","Central Europe ","35-39 years","Both sexes",0.152533,"35"
"Serbia","Central Europe ","40-44 years","Both sexes",0.249835,"40"
"Serbia","Central Europe ","45-49 years","Both sexes",0.300092,"45"
"Serbia","Central Europe ","50-54 years","Both sexes",0.333828,"50"
"Serbia","Central Europe ","55-59 years","Both sexes",0.33891,"55"
"Serbia","Central Europe ","60-64 years","Both sexes",0.312776,"60"
"Serbia","Central Europe ","65-69 years","Both sexes",0.268643,"65"
"Serbia","Central Europe ","70-74 years","Both sexes",0.218612,"70"
"Serbia","Central Europe ","75-79 years","Both sexes",0.161784,"75"
"Serbia","Central Europe ","80+ years","Both sexes",0.107584,"80"
"Serbia","Central Europe ","50-69 years","Both sexes",0.312116,"50"
"Serbia","Central Europe ","70+ years","Both sexes",0.159248,"70"
"Slovak Republic","Central Europe ","30-34 years","Males",0.0639419,"30"
"Slovak Republic","Central Europe ","35-39 years","Males",0.122856,"35"
"Slovak Republic","Central Europe ","40-44 years","Males",0.189556,"40"
"Slovak Republic","Central Europe ","45-49 years","Males",0.257255,"45"
"Slovak Republic","Central Europe ","50-54 years","Males",0.308522,"50"
"Slovak Republic","Central Europe ","55-59 years","Males",0.338411,"55"
"Slovak Republic","Central Europe ","60-64 years","Males",0.363028,"60"
"Slovak Republic","Central Europe ","65-69 years","Males",0.29234,"65"
"Slovak Republic","Central Europe ","70-74 years","Males",0.22402,"70"
"Slovak Republic","Central Europe ","75-79 years","Males",0.128097,"75"
"Slovak Republic","Central Europe ","80+ years","Males",0.112616,"80"
"Slovak Republic","Central Europe ","50-69 years","Males",0.327715,"50"
"Slovak Republic","Central Europe ","70+ years","Males",0.157252,"70"
"Slovak Republic","Central Europe ","30-34 years","Females",0.0624458,"30"
"Slovak Republic","Central Europe ","35-39 years","Females",0.0663323,"35"
"Slovak Republic","Central Europe ","40-44 years","Females",0.104365,"40"
"Slovak Republic","Central Europe ","45-49 years","Females",0.113713,"45"
"Slovak Republic","Central Europe ","50-54 years","Females",0.169812,"50"
"Slovak Republic","Central Europe ","55-59 years","Females",0.171761,"55"
"Slovak Republic","Central Europe ","60-64 years","Females",0.123774,"60"
"Slovak Republic","Central Europe ","65-69 years","Females",0.0803234,"65"
"Slovak Republic","Central Europe ","70-74 years","Females",0.0443866,"70"
"Slovak Republic","Central Europe ","75-79 years","Females",0.057238,"75"
"Slovak Republic","Central Europe ","80+ years","Females",0.0274469,"80"
"Slovak Republic","Central Europe ","50-69 years","Females",0.13215,"50"
"Slovak Republic","Central Europe ","70+ years","Females",0.0401062,"70"
"Slovak Republic","Central Europe ","30-34 years","Both sexes",0.0635886,"30"
"Slovak Republic","Central Europe ","35-39 years","Both sexes",0.108214,"35"
"Slovak Republic","Central Europe ","40-44 years","Both sexes",0.166173,"40"
"Slovak Republic","Central Europe ","45-49 years","Both sexes",0.217984,"45"
"Slovak Republic","Central Europe ","50-54 years","Both sexes",0.27029,"50"
"Slovak Republic","Central Europe ","55-59 years","Both sexes",0.289297,"55"
"Slovak Republic","Central Europe ","60-64 years","Both sexes",0.288323,"60"
"Slovak Republic","Central Europe ","65-69 years","Both sexes",0.214286,"65"
"Slovak Republic","Central Europe ","70-74 years","Both sexes",0.144333,"70"
"Slovak Republic","Central Europe ","75-79 years","Both sexes",0.0913024,"75"
"Slovak Republic","Central Europe ","80+ years","Both sexes",0.0582641,"80"
"Slovak Republic","Central Europe ","50-69 years","Both sexes",0.266375,"50"
"Slovak Republic","Central Europe ","70+ years","Both sexes",0.0933555,"70"
"Slovenia","Central Europe ","30-34 years","Males",0.0369454,"30"
"Slovenia","Central Europe ","35-39 years","Males",0.0710087,"35"
"Slovenia","Central Europe ","40-44 years","Males",0.146372,"40"
"Slovenia","Central Europe ","45-49 years","Males",0.204049,"45"
"Slovenia","Central Europe ","50-54 years","Males",0.239068,"50"
"Slovenia","Central Europe ","55-59 years","Males",0.272122,"55"
"Slovenia","Central Europe ","60-64 years","Males",0.261588,"60"
"Slovenia","Central Europe ","65-69 years","Males",0.244283,"65"
"Slovenia","Central Europe ","70-74 years","Males",0.216899,"70"
"Slovenia","Central Europe ","75-79 years","Males",0.190423,"75"
"Slovenia","Central Europe ","80+ years","Males",0.124248,"80"
"Slovenia","Central Europe ","50-69 years","Males",0.255394,"50"
"Slovenia","Central Europe ","70+ years","Males",0.178794,"70"
"Slovenia","Central Europe ","30-34 years","Females",0.0181299,"30"
"Slovenia","Central Europe ","35-39 years","Females",0.0386669,"35"
"Slovenia","Central Europe ","40-44 years","Females",0.107878,"40"
"Slovenia","Central Europe ","45-49 years","Females",0.122641,"45"
"Slovenia","Central Europe ","50-54 years","Females",0.161081,"50"
"Slovenia","Central Europe ","55-59 years","Females",0.151845,"55"
"Slovenia","Central Europe ","60-64 years","Females",0.118996,"60"
"Slovenia","Central Europe ","65-69 years","Females",0.10649,"65"
"Slovenia","Central Europe ","70-74 years","Females",0.0873645,"70"
"Slovenia","Central Europe ","75-79 years","Females",0.0696868,"75"
"Slovenia","Central Europe ","80+ years","Females",0.0569318,"80"
"Slovenia","Central Europe ","50-69 years","Females",0.132652,"50"
"Slovenia","Central Europe ","70+ years","Females",0.0663654,"70"
"Slovenia","Central Europe ","30-34 years","Both sexes",0.0324719,"30"
"Slovenia","Central Europe ","35-39 years","Both sexes",0.063141,"35"
"Slovenia","Central Europe ","40-44 years","Both sexes",0.136023,"40"
"Slovenia","Central Europe ","45-49 years","Both sexes",0.181213,"45"
"Slovenia","Central Europe ","50-54 years","Both sexes",0.214756,"50"
"Slovenia","Central Europe ","55-59 years","Both sexes",0.237824,"55"
"Slovenia","Central Europe ","60-64 years","Both sexes",0.217503,"60"
"Slovenia","Central Europe ","65-69 years","Both sexes",0.198784,"65"
"Slovenia","Central Europe ","70-74 years","Both sexes",0.167687,"70"
"Slovenia","Central Europe ","75-79 years","Both sexes",0.134479,"75"
"Slovenia","Central Europe ","80+ years","Both sexes",0.0806253,"80"
"Slovenia","Central Europe ","50-69 years","Both sexes",0.21746,"50"
"Slovenia","Central Europe ","70+ years","Both sexes",0.120294,"70"
"Belarus","Eastern Europe","30-34 years","Males",0.0795163,"30"
"Belarus","Eastern Europe","35-39 years","Males",0.122559,"35"
"Belarus","Eastern Europe","40-44 years","Males",0.198759,"40"
"Belarus","Eastern Europe","45-49 years","Males",0.262555,"45"
"Belarus","Eastern Europe","50-54 years","Males",0.311128,"50"
"Belarus","Eastern Europe","55-59 years","Males",0.353808,"55"
"Belarus","Eastern Europe","60-64 years","Males",0.374947,"60"
"Belarus","Eastern Europe","65-69 years","Males",0.363002,"65"
"Belarus","Eastern Europe","70-74 years","Males",0.316292,"70"
"Belarus","Eastern Europe","75-79 years","Males",0.266297,"75"
"Belarus","Eastern Europe","80+ years","Males",0.184923,"80"
"Belarus","Eastern Europe","50-69 years","Males",0.348698,"50"
"Belarus","Eastern Europe","70+ years","Males",0.268441,"70"
"Belarus","Eastern Europe","30-34 years","Females",0.0502249,"30"
"Belarus","Eastern Europe","35-39 years","Females",0.0628442,"35"
"Belarus","Eastern Europe","40-44 years","Females",0.0826366,"40"
"Belarus","Eastern Europe","45-49 years","Females",0.0863632,"45"
"Belarus","Eastern Europe","50-54 years","Females",0.0849373,"50"
"Belarus","Eastern Europe","55-59 years","Females",0.0852235,"55"
"Belarus","Eastern Europe","60-64 years","Females",0.064137,"60"
"Belarus","Eastern Europe","65-69 years","Females",0.0395218,"65"
"Belarus","Eastern Europe","70-74 years","Females",0.0269977,"70"
"Belarus","Eastern Europe","75-79 years","Females",0.0132023,"75"
"Belarus","Eastern Europe","80+ years","Females",0.00668069,"80"
"Belarus","Eastern Europe","50-69 years","Females",0.0687303,"50"
"Belarus","Eastern Europe","70+ years","Females",0.0143713,"70"
"Belarus","Eastern Europe","30-34 years","Both sexes",0.0738786,"30"
"Belarus","Eastern Europe","35-39 years","Both sexes",0.10979,"35"
"Belarus","Eastern Europe","40-44 years","Both sexes",0.173537,"40"
"Belarus","Eastern Europe","45-49 years","Both sexes",0.22228,"45"
"Belarus","Eastern Europe","50-54 years","Both sexes",0.254608,"50"
"Belarus","Eastern Europe","55-59 years","Both sexes",0.273463,"55"
"Belarus","Eastern Europe","60-64 years","Both sexes",0.280484,"60"
"Belarus","Eastern Europe","65-69 years","Both sexes",0.242189,"65"
"Belarus","Eastern Europe","70-74 years","Both sexes",0.181205,"70"
"Belarus","Eastern Europe","75-79 years","Both sexes",0.12421,"75"
"Belarus","Eastern Europe","80+ years","Both sexes",0.0597885,"80"
"Belarus","Eastern Europe","50-69 years","Both sexes",0.26433,"50"
"Belarus","Eastern Europe","70+ years","Both sexes",0.121657,"70"
"Estonia","Eastern Europe","30-34 years","Males",0.0322741,"30"
"Estonia","Eastern Europe","35-39 years","Males",0.0435805,"35"
"Estonia","Eastern Europe","40-44 years","Males",0.0913974,"40"
"Estonia","Eastern Europe","45-49 years","Males",0.162564,"45"
"Estonia","Eastern Europe","50-54 years","Males",0.234081,"50"
"Estonia","Eastern Europe","55-59 years","Males",0.291223,"55"
"Estonia","Eastern Europe","60-64 years","Males",0.314622,"60"
"Estonia","Eastern Europe","65-69 years","Males",0.31606,"65"
"Estonia","Eastern Europe","70-74 years","Males",0.276171,"70"
"Estonia","Eastern Europe","75-79 years","Males",0.260868,"75"
"Estonia","Eastern Europe","80+ years","Males",0.151918,"80"
"Estonia","Eastern Europe","50-69 years","Males",0.290737,"50"
"Estonia","Eastern Europe","70+ years","Males",0.235944,"70"
"Estonia","Eastern Europe","30-34 years","Females",0.01757,"30"
"Estonia","Eastern Europe","35-39 years","Females",0.0216793,"35"
"Estonia","Eastern Europe","40-44 years","Females",0.0330469,"40"
"Estonia","Eastern Europe","45-49 years","Females",0.0585738,"45"
"Estonia","Eastern Europe","50-54 years","Females",0.0882143,"50"
"Estonia","Eastern Europe","55-59 years","Females",0.118695,"55"
"Estonia","Eastern Europe","60-64 years","Females",0.131661,"60"
"Estonia","Eastern Europe","65-69 years","Females",0.105666,"65"
"Estonia","Eastern Europe","70-74 years","Females",0.0717243,"70"
"Estonia","Eastern Europe","75-79 years","Females",0.0644556,"75"
"Estonia","Eastern Europe","80+ years","Females",0.0491458,"80"
"Estonia","Eastern Europe","50-69 years","Females",0.112313,"50"
"Estonia","Eastern Europe","70+ years","Females",0.058451,"70"
"Estonia","Eastern Europe","30-34 years","Both sexes",0.0292977,"30"
"Estonia","Eastern Europe","35-39 years","Both sexes",0.0390853,"35"
"Estonia","Eastern Europe","40-44 years","Both sexes",0.0777238,"40"
"Estonia","Eastern Europe","45-49 years","Both sexes",0.135158,"45"
"Estonia","Eastern Europe","50-54 years","Both sexes",0.192468,"50"
"Estonia","Eastern Europe","55-59 years","Both sexes",0.24029,"55"
"Estonia","Eastern Europe","60-64 years","Both sexes",0.256371,"60"
"Estonia","Eastern Europe","65-69 years","Both sexes",0.243379,"65"
"Estonia","Eastern Europe","70-74 years","Both sexes",0.189728,"70"
"Estonia","Eastern Europe","75-79 years","Both sexes",0.157953,"75"
"Estonia","Eastern Europe","80+ years","Both sexes",0.0806983,"80"
"Estonia","Eastern Europe","50-69 years","Both sexes",0.234993,"50"
"Estonia","Eastern Europe","70+ years","Both sexes",0.136191,"70"
"Latvia","Eastern Europe","30-34 years","Males",0.0366018,"30"
"Latvia","Eastern Europe","35-39 years","Males",0.0627566,"35"
"Latvia","Eastern Europe","40-44 years","Males",0.124685,"40"
"Latvia","Eastern Europe","45-49 years","Males",0.196456,"45"
"Latvia","Eastern Europe","50-54 years","Males",0.269405,"50"
"Latvia","Eastern Europe","55-59 years","Males",0.32438,"55"
"Latvia","Eastern Europe","60-64 years","Males",0.346082,"60"
"Latvia","Eastern Europe","65-69 years","Males",0.321915,"65"
"Latvia","Eastern Europe","70-74 years","Males",0.301833,"70"
"Latvia","Eastern Europe","75-79 years","Males",0.274902,"75"
"Latvia","Eastern Europe","80+ years","Males",0.154031,"80"
"Latvia","Eastern Europe","50-69 years","Males",0.315768,"50"
"Latvia","Eastern Europe","70+ years","Males",0.254333,"70"
"Latvia","Eastern Europe","30-34 years","Females",0.0243829,"30"
"Latvia","Eastern Europe","35-39 years","Females",0.0341795,"35"
"Latvia","Eastern Europe","40-44 years","Females",0.0458598,"40"
"Latvia","Eastern Europe","45-49 years","Females",0.0667476,"45"
"Latvia","Eastern Europe","50-54 years","Females",0.0901485,"50"
"Latvia","Eastern Europe","55-59 years","Females",0.110112,"55"
"Latvia","Eastern Europe","60-64 years","Females",0.126866,"60"
